2016 Summary Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Organization Marketing Name,Contract Name,Parent Organization,SNP,Sanction Deduction,2016 Part C Summary,2016 Part D Summary,2016 Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1609,Local CCP,Coventry Health Care,"AETNA HEALTH, INC.",Aetna Inc.,No,No,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1651,1876 Cost,"Medical Associates Health Plan, Inc.","MEDICAL ASSOCIATES HEALTH PLAN, INC.","Medical Associates Clinic, P.C.",No,No,5,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1659,Local CCP,Piedmont Medicare Advantage,"PIEDMONT COMMUNITY HEALTHCARE, INC.",Piedmont Community Health Plan,No,No,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1660,Local CCP,"Harvard Pilgrim Health Care, Inc.",HARVARD PILGRIM HEALTH CARE INC.,"Harvard Pilgrim Health Care, Inc.",No,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1666,Local CCP,Blue Cross Blue Shield of Texas,HCSC INSURANCE SERVICES COMPANY,Health Care Service Corporation,No,No,2,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1692,Local CCP,Coventry Health Care,"COVENTRY HEALTH CARE OF WEST VIRGINIA, INC.",Aetna Inc.,No,No,4,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1716,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,No,3.5,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1723,Demo,Absolute Total Care,"ABSOLUTE TOTAL CARE, INC.",Centene Corporation,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1737,Local CCP,Health Alliance Medicare,"HEALTH ALLIANCE - MIDWEST, INC.",The Carle Foundation,No,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1777,Local CCP,ArchCare Advantage,"CATHOLIC SPECIAL NEEDS PLAN, LLC",Catholic Health Care System,Yes,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1846,Local CCP,MediGold,MOUNT CARMEL HEALTH INSURANCE COMPANY,Trinity Health,No,No,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1849,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",Anthem Inc.,Yes,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1894,Local CCP,AMERIGROUP,"AMERIGROUP WASHINGTON, INC.",Anthem Inc.,Yes,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1903,Local CCP,WellCare,"WELLCARE OF LOUISIANA, INC.","WellCare Health Plans, Inc.",Yes,No,3,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1916,Demo,Fidelis Care,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.","The New York State Catholic Health Plan, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1944,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.","UnitedHealth Group, Inc.",No,No,3.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1951,Local CCP,"Humana Health Benefit Plan of Louisiana, Inc.","HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana Inc.,Yes,No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1961,Local CCP,Peoples Health,"PEOPLES HEALTH, INC.","PH Holdings, LLC",Yes,No,4.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1969,Local CCP,Regence BlueShield of Idaho,REGENCE BLUE SHIELD OF IDAHO,"Cambia Health Solutions, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1977,Demo,Upper Peninsula Health Plan (UPHP) MI Health Link,"UPPER PENINSULA HEALTH PLAN, LLC","DLP Marquette General Hospital, LLC",No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1994,Local CCP,SelectHealth,"SELECTHEALTH, INC.","Intermountain Health Care, Inc.",No,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1997,Local CCP,Regence BlueShield,REGENCE BLUESHIELD,"Cambia Health Solutions, Inc.",No,No,Not enough data available,5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2001,Local CCP,UnitedHealthcare,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealth Group, Inc.",No,No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2012,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,Yes,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2029,Local CCP,"Humana Insurance of Puerto Rico, Inc.","HUMANA INSURANCE OF PUERTO RICO, INC.",Humana Inc.,No,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2034,Local CCP,Community Care,"COMMUNITY CARE HEALTH PLAN, INC.","Community Care, Inc.",Yes,No,Not enough data available,3.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2108,Local CCP,Cigna-HealthSpring,"BRAVO HEALTH MID-ATLANTIC, INC.",CIGNA,Yes,No,2.5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2150,1876 Cost,Kaiser Permanente,KAISER FNDN HP OF THE MID-ATLANTIC STS,"Kaiser Foundation Health Plan, Inc.",No,No,4.5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2161,Local CCP,Upper Peninsula Health Plan,"UPPER PENINSULA HEALTH PLAN, LLC","DLP Marquette General Hospital, LLC",Yes,No,Not enough data available,3.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2165,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,Yes,No,3,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2171,Local CCP,Care N' Care Insurance Company,"CARE N' CARE INSURANCE COMPANY, INC.",North Texas Specialty Physicians,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2174,Local CCP,Trillium Advantage,TRILLIUM COMMUNITY HEALTH PLAN,"Agate Resources,  Inc.",Yes,No,2.5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2224,Local CCP,Senior Whole Health,"SENIOR WHOLE HEALTH, LLC","SWH Holdings, Inc.",Yes,No,4.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2225,Local CCP,"Commonwealth Care Alliance, Inc.","COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.",Yes,No,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2226,Local CCP,UnitedHealthcare Community Plan,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2228,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,4,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2230,Local CCP,Blue Cross Blue Shield of Massachusetts,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Blue Cross and Blue Shield of Massachusetts, Inc.",No,No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2237,Local CCP,iCare,"INDEPENDENT CARE HEALTH PLAN, INC.",Independent Care Health Plan Inc.,Yes,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2241,Local CCP,Golden State Medicare Health Plan,GOLDEN STATE MEDICARE HEALTH PLAN,Golden State Medicare Health Plan,No,No,2.5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2256,Local CCP,Tufts Health Plan or Tufts Medicare Preferred,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,"Tufts Associated HMO, Inc.",Yes,No,5,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2261,Local CCP,Blue Cross Blue Shield of Massachusetts,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Blue Cross and Blue Shield of Massachusetts, Inc.",No,No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2312,Local CCP,HAP Senior Plus,HEALTH ALLIANCE PLAN OF MICHIGAN,Henry Ford Health System,No,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2320,Local CCP,Priority Health Medicare,PRIORITY HEALTH,Spectrum Health System,No,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2322,Local CCP,Alliance Medicare PPO,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,Henry Ford Health System,No,No,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2354,Local CCP,HealthPlus of Michigan,HEALTHPLUS OF MICHIGAN,HealthPlus of Michigan,No,No,4.5,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2400,Local CCP,Signature Advantage (HMO SNP),"SIGNATURE ADVANTAGE, LLC","SA Plan, LLC",Yes,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2406,Local CCP,UnitedHealthcare,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealth Group, Inc.",Yes,No,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2411,Local CCP,Fallon Health,FALLON COMMUNITY HEALTH PLAN,Fallon Community Health Plan,No,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2416,Local CCP,PrimeWest Health,PRIMEWEST CTRL COUNTY-BASED PURCHASING INITIATIVE,PrimeWest Central County-Based Purchasing Initiati,Yes,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2417,Local CCP,Itasca Medical Care/IMCare Classic,ITASCA MEDICAL CARE,Itasca County Health & Human Services,Yes,No,Not enough data available,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2419,Local CCP,South Country Health Alliance,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,Yes,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2422,Local CCP,HealthPartners,"HEALTHPARTNERS, INC.","HealthPartners, Inc.",Yes,No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2425,Local CCP,Blue Plus,BLUE PLUS,Blue Cross and Blue Shield of Minnesota,Yes,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2450,1876 Cost,Medica Insurance Company,MEDICA INSURANCE COMPANY,Medica Holding Company,No,No,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2456,Local CCP,UCare's MSHO,UCARE MINNESOTA,UCare Minnesota,Yes,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2458,Local CCP,Medica Health Plans,MEDICA HEALTH PLANS,Medica Holding Company,Yes,No,3.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2459,Local CCP,UCare,UCARE MINNESOTA,UCare Minnesota,No,No,5,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2461,1876 Cost,Blue Cross and Blue Shield of Minnesota,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,No,No,4.5,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2462,1876 Cost,HealthPartners,"GROUP HEALTH PLAN, INC. (MN)","HealthPartners, Inc.",No,No,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2470,Local CCP,Fallon Health Weinberg,"FALLON HEALTH WEINBERG, INC",Fallon Community Health Plan,Yes,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2486,Local CCP,"Humana Medical Plan of Utah, Inc.","HUMANA MEDICAL PLAN OF UTAH, INC.",Humana Inc.,No,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2491,Local CCP,'Ohana Health Plan,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","WellCare Health Plans, Inc.",Yes,No,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2506,Demo,Aetna Better Health Premier Plan,"AETNA BETTER HEALTH, INC. (IL)",Aetna Inc.,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2531,Demo,UnitedHealthcare Community Plan,"UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO, INC.","UnitedHealth Group, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2533,Demo,Molina Healthcare of South Carolina,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Molina Healthcare, Inc.,",No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2563,Local CCP,Optima Medicare,OPTIMA HEALTH PLAN,Sentara Health Care (SHC),No,No,Not enough data available,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2591,Local CCP,Health Alliance Medicare,"HEALTH ALLIANCE - MIDWEST, INC.",The Carle Foundation,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2593,Local CCP,"CareMore Health Plan of Arizona, Inc.","CAREMORE HEALTH PLAN OF ARIZONA, INC.",Anthem Inc.,Yes,No,3.5,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2610,Local CCP,Essence Healthcare,"ESSENCE HEALTHCARE, INC.",Essence Group Holdings Corporation,No,No,4.5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2649,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,Yes,No,3.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2654,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF THE MIDWEST, INC.","UnitedHealth Group, Inc.",Yes,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2663,Local CCP,"Coventry Health Care of Missouri, Inc.","COVENTRY HEALTH CARE OF MISSOURI, INC",Aetna Inc.,No,No,4.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2667,Local CCP,Coventry Health Care,"COVENTRY HEALTH CARE OF MISSOURI, INC",Aetna Inc.,No,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2672,Local CCP,Coventry Health Care,"COVENTRY HEALTH CARE OF KANSAS, INC.",Aetna Inc.,No,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2676,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,No,No,Not enough data available,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2701,Local CCP,New West Health Services,NEW WEST HEALTH SERVICES,New West Health Services,No,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2751,Demo,WellCare Advocate Complete FIDA,"WELLCARE OF NEW YORK, INC.","WellCare Health Plans, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2758,Local CCP,Florida Blue Preferred HMO,"BEHEALTHY FLORIDA, INC.",Guidewell Mutual Holding Corporation,Yes,No,Not enough data available,4.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2773,Local CCP,QUALITY HEALTH PLANS,"QUALITY HEALTH PLANS OF NEW YORK, INC.","QHP Financial Group, Inc.",Yes,No,Not enough data available,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2775,Local CCP,Universal American Corp.,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,No,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2802,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","UnitedHealth Group, Inc.",No,No,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2816,PFFS,Universal American Corp.,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,No,No,3.5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2836,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS, INC.",Anthem Inc.,No,No,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2879,Local CCP,Molina Healthcare of Wisconsin,MOLINA HEALTHCARE OF WISCONSIN,"Molina Healthcare, Inc.,",Yes,No,Not enough data available,4.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2905,Local CCP,"Sierra Health and Life Insurance Company, Inc.","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealth Group, Inc.",No,No,2.5,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2906,Local CCP,Senior Care Plus,"HOMETOWN HEALTH PLAN, INC.",Renown Health,No,No,3.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2926,Local CCP,PrimeWest Health,PRIMEWEST CTRL COUNTY-BASED PURCHASING INTIATIVE,PrimeWest Central County-Based Purchasing Initiati,Yes,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2931,Local CCP,"Health Plan of Nevada, Inc.","HEALTH PLAN OF NEVADA, INC.","UnitedHealth Group, Inc.",No,No,3.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2944,PFFS,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,No,3.5,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2949,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,Yes,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2960,Local CCP,Senior Care Plus,"HOMETOWN HEALTH PLAN, INC.",Renown Health,No,No,3.5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2962,Local CCP,Ultimate Health Plans,"ULTIMATE HEALTH PLANS, INC.","ULTIMATE HEALTH PLAN, INC.",No,No,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2968,Local CCP,Memorial Hermann Health Insurance Company,MEMORIAL HERMANN HEALTH PLAN,Memorial Hermann Healthcare System,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2986,Local CCP,Stanford Health Care Advantage,STANFORD HEALTH CARE ADVANTAGE,Stanford Health Care,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3018,Demo,Centers Plan for FIDA Care Complete,"CENTERS PLAN FOR HEALTHY LIVING, LLC","Centers Plan for Healthy Living, LLC",No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3054,Local CCP,Constellation Health,"CONSTELLATION HEALTH, LLC.","Constellation Health, LLC.",Yes,No,2.5,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3067,Demo,Virginia Premier CompleteCare,"VIRGINIA PREMIER HEALTH PLAN, INC.",Virginia Cwlth University Hlth System Authority,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3071,Local CCP,"Community Care Alliance of Illinois, NFP","COMMUNITY CARE ALLIANCE OF ILLINOIS, NFP",Family Health Network,Yes,No,Not enough data available,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3107,Local CCP,UnitedHealthcare,"OXFORD HEALTH PLANS (NJ), INC.","UnitedHealth Group, Inc.",No,No,3,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3113,Local CCP,UnitedHealthcare,"OXFORD HEALTH PLANS (NJ), INC.","UnitedHealth Group, Inc.",Yes,No,Not enough data available,5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3129,Demo,"North Shore-LIJ Health Plan, Inc.","NORTH SHORE-LIJ HEALTH PLAN, INC.","North Shore-LI Jewish Health System, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3132,Local CCP,AHF,"AHF MCO OF FLORIDA, INC.",AIDS Healthcare Foundation,Yes,No,4,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3152,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (NJ)",Aetna Inc.,No,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3154,Local CCP,Horizon Blue Cross Blue Shield of New Jersey,"HORIZON HEALTHCARE OF NEW JERSEY, INC.","Horizon Healthcare Services, Inc.",No,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3156,Local CCP,AmeriHealth 65 Preferred HMO,"AMERIHEALTH HMO, INC.","Independence Health Group, Inc.",No,No,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3204,Local CCP,Presbyterian Senior Care (HMO),PRESBYTERIAN HEALTH PLAN,Presbyterian Healthcare Services,No,No,4.5,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3206,Local CCP,Presbyterian MediCare PPO,"PRESBYTERIAN INSURANCE COMPANY, INC.",Presbyterian Healthcare Services,No,No,3,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3233,Local CCP,Premier Health Plan,PREMIER HEALTH INSURING CORPORATION,Premier Health Partners,Yes,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3237,Demo,Health Net Cal MediConnect Medicare Medicaid Plan,"HEALTH NET COMMUNITY SOLUTIONS, INC.","Health Net, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3240,Local CCP,Amerigroup Community Care,"AMERIGROUP NEW JERSEY, INC.",Anthem Inc.,Yes,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3251,Local CCP,Lovelace Medicare Plan,HEALTH CARE SERVICE CORPORATION,Health Care Service Corporation,No,No,2.5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3259,Local CCP,BlueCare Plus Tennessee,VOLUNTEER STATE HEALTH PLAN,BlueCross BlueShield of Tennessee,Yes,No,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3291,Local CCP,PruittHealth Premier (HMO SNP),"PRUITTHEALTH PREMIER, INC.","UNICO Premier, LLC",Yes,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3305,Local CCP,MVP HEALTH CARE,"MVP HEALTH PLAN, INC.","MVP Health Care, Inc.",No,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
